text,label
"@MiataMuc @Tom174_ Das heißt, ich bin Dir egal 😣",0
"Sorry ,hab den Hessenbooten zu unrecht beleidigt ,hab das ganze in falschen zusammenhang gebracht",0
Wo ist #Kubicki heute? Hat ihn Berlin schon zum Trinker und zum Hurenbock gemacht? #illner,1
"@maurice_breuer @Meyermit_ey Am Kindergeld ist in meinen Augen nur zu kritisieren, dass es eine Gießkannenverteilung ist. Wie so oft in der Entlastung von Bürgern. /TN",0
Gründung eines Freundeskreises Deutschland/freies Europa in Frankfurt/Main geplant.,0
Diese asiatische Horde und ihre Ostküsstenhelfer muss endlich in die Schranken gewiesen werden!,1
"@Andreas_B1985 ja, das ist das s.Rechtschreibkorrekturverfälschungsmistprogramm.",1
"Dann hoffen wir mal, das die @spdde nicht heute ihren eigenen Untergang besiegelt! |LBR| #noafd @jusos",0
"@ZeichenTaten @ThomasMichael71 @mountainman1977 Armut geht aber nicht per Zauberhand zurück. |LBR| Und ja, Kultur ist ein Faktor, der Armut fördert oder verringert.",0
@MiataMuc Ich bin höchstens quengelig und zickig wenn ich nicht ausgeschlafen bin ☺,0
@Sakoelabo @ThomasMichael71 Statistische Wahrscheinlichkeit. Dabei können Ausnahmen zur Vereinfachung der Aussage ignoriert werden.,0
Es müssen endlich die Hintermänner der USA benannt werden!,0
#Haiti: Noch bis zum 14. November wird in den am stärksten von Hurrikan #Matthew betroffenen Gebieten zum Schutz gegen #Cholera geimpft.,0
"Wäre Hitler an der Macht, wäre Gauck SS Offizier!",1
Nach d neuerlichen Urteil d BVerfG über e kopftuchtragende Erzieherin hat TBB d Blner Senat aufgefordert d Neutralitätsgesetz abzuschaffen.,0
@loki777 @bjoern_aigudewi @LSVDHamburg @LSVD_SH @LSVDSaar @LSVDKoeln @LSVDNdsHB @LSVD_RLP In einem Punkt hast du Recht: es ist #paradox - denn die #Afd verfolgt eine zutiefst homophobe Politik,0
@MiataMuc Und selbst? Wie geht es Dir?,0
"Die @Lindenstrasse - mal wieder hochpolitisch - stellt dar, wie Radikalisierung und Gewalt auch entstehen können: durch Ablehnung und Ausgrenzung von Minderheiten durch eine Mehrheitsgesellschaft.",0
Die grössten Verbrecher am Volk: SPD!,1
@MiRo_SPD 24. September als Tag der jämmerlichen Wahlverlierer wäre auch angebracht.,0
"@sahneschoko Wer ermordet Juden in Frankreich bei Attentaten, überfällt sie zuhause, kidnappt, vergewaltigt sie oder wirft sie vom Balkon?",0
"@MartinSchulz ,so ein Unfähiger Politiker wie sie es sind ,gab es schon lange nicht mehr ! TTipp darf es nicht geben !!! wir sind dagegen !!",0
"@NPDWittenberg |LBR| Der Dummbatz hat doch den Arsch offen. Ich würde die Asylanten in den Arsch treten, wenn die meine Tür betreten.",1
@andreasmiddel @PG_Blindheim Herzlichen Glückwunsch und Gottes Segen! /fxn,0
@realDonaldTrump MrTrump sie waren mir mal Sympathisch mit ihrer Aussage Das sie Die Merkel Loben da haben sie jetzt bei mir Verschissen,1
"@Beatrix_vStorch @AfD Facebook ist verkommen zu einem Medium, dass nur noch die Darmbewohner der abgefuckten Altparteien und die sogenannte Religion der Steinzeitzombies vertritt.",1
@MiataMuc @FrankyB122 @mountainman1977 @MartinDomig Das hat nix mit Preußen zu tun! ☝️,0
hat jemand der drittklassigen Laiendarstellerin #Demirkan gesagt dass das kein Film werden soll sondern eine Talkshow bei #Maischberger ist,0
"#Schulz hat unrecht: #SPD interessiert sich weder für Golffahrer noch für Golfspieler, sondern für Golfdiktatoren, denen man Waffen liefert.",0
"@MFratzscher Rückgabe von Steuermehreinnahmen sind keine ""Wahlgeschenke""; und niemand hindert die Bundesregierung an vernünftiger Ausgabenstruktur.",0
"Ich bemerke in unseren Medien eine Strategie, die FDP gleich der AfD, zum Abschuss freizugeben.",1
@HolisticCareMH Dem hätte Luther auch selbst widersprochen. /fxn,0
"@a_huebner_law @NetReaper @HolyDForce Frauen werden für gleiche Arbeit nicht niedriger bezahlt. |LBR| Wie bereits erwähnt, leisten sie weniger Arbeit.",1
"Liebe Freunde, viel zu lange geschwiegen!Was hat diese Person verbrochen?",1
@HelgeThiessen @littlewisehen Was hat er denn gesagt?,0
Es wird ja viel durcheinander gebracht. Daher zur Aufklärung: |LBR| Eine Intersexueller kann per definition weder trans- noch homosexuell sein.,0
@rspctfl @Innenwelttramp @nadine_wickert @bruck_68 @ergroovt @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari Ich handele Allah und Seinem gesandten zuwider. Und ich bin ungläubig.,0
Die rumänischen Banden besetzen unser Land!,1
Solidarität mit ďen Palästinensern! Tŕotzt dem Terror Zions!,1
"Für ihren Einsatz für Flüchtlinge erhalten die Benediktiner vom Kloster Nütschau den Preis ""Leuchtturm des Nordens"", verliehen vom @FRSHev",0
"Kühnert verbreitet aus taktischen Gründen falsche Informationen, auf diesen Niveau darf sich die gesamte SPD nicht begeben!",0
@El_Mocho2 @stefanolix Als deutscher Staatsbürger zählt Deine Meinung nicht.,1
Söder sollte Verteidigungsminister werden. Entsorgt von der Leyen. #illner,1
"Liebe Freunde , grad gesehen,Holger Apfel hat ne Kneipe auf Mallorca aufgemacht.",0
@TomPaBB @landesbischof Wahlentscheidungen muss jeder selbst treffen. Wir als Kirche geben Grundorientierungen: das Gebot der Nächstenliebe.,0
"@schneeridara @Golzheimer Glaubte Du echt, eine Frau mit befriedigendem Sexleben rennt durch die Welt und sieht überall böse Männer und sexuelle Gewalt?",1
@Emilbriard @GoeringEckardt @Die_Gruenen Die Rhetorik der AFD Redner erinnert mich an die Propaganda der Nazis zwischen 1933-1945!,1
chemtrail özdemir übt schon mal böse kucken #lanz,1
"@n59_puppche Hi ,erkundige dich mal über den Hooton Plan ! dann wirst du verstehen was hier gerade passiert!",1
"@Kinchkun Nein. Es ging nicht darum, ob rechtswidrige Kommentare nachträglich gelöscht werden müssen (das mussten sie auch damals schon), sondern ob ich im Vorfeld verhindern muss, dass sie abgegeben werden können.",0
"Solange es Frauen gibt, die bereit sind, sich hochzuschlafen, solange wird es auch Männer geben, die das für sich ausnutzen.",1
Wer steckt dahinter? Merkel und ihr Aussatz mit Friedmann an der Spitze?,1
"In der Bildenden Kunst gelten Verschwörungsideologien &amp; ""Israelkritik"" als ""avantgardistisch"", bei Kritik gelten Juden als ""befangen"", erzählt Leon Kahane. #NEBA17",0
@Verlierer50 Mir ist Advent und kommende Weihnacht voll versaut!,0
"Im übrigen: Rechtlich sollte es die Kategorie ""Geschlecht"" überhaupt nicht geben. Denn alle Menschen sollten vor dem Gesetz gleich sein. |LBR| #Drittesgeschlecht",0
"@fr Interessant. Wobei der Teufel im Detail steckt: ""Ausbau von Wohnraum"" zum Beispiel ist nur dann sozial ausgewogen, wenn er auch bezahlbar ist und bleibt. Mal abwarten, die die Union das sichern will. Bisher hörte man aus der Ecke nur etwas von Eigenheimförderung etc. pp.",0
"@JFDA_eV @SVBabelsberg03 DFB-Vizepräsident Dr. Rainer Koch erklärt dazu: „Wir haben erhebliche Bedenken an der Rechtmäßigkeit der Entscheidung des NOFV-Verbandsgerichts."" via @FasziFankurve |LBR| #svbfce #Antisemitismus #Fussball #Babelsberg #Cottbus",0
@Linksfraktion @SWagenknecht Im Vertrauensranking ist es sehr sehr schwierig hinter Steinmeier zu liegen !!!,0
@HelgeThiessen @ericcartmensmum @MiataMuc Ich finde MGTOWs teilweise sehr erfrischend. |LBR| Warum so negativ?,0
"@rspctfl @ThomasMichael71 @Innenwelttramp @ergroovt @houelle_beck @ksemann2 @DrKassandraPari Na ja, Du als Moslem musst Juden ja hassen. Steht ja in Deinem Heiligen Buch drin.",1
@petpanther0 Am schlimmsten ist es fürh mich Claudia Roth als Vizepräsidentin des Bundestages zu ertragen.,0
@svk_Inntal Der Fisch ist am Ende dieser Metapher tot.,0
"@spdbt @schneidercar SPD - SCHMAROTZER, PÄDOPHILE UND DUMMKÖPFE",1
@DokiliGo Dann solltest du das vielleicht Mal tun. Er hat sehr interessante Ansichten. Aun Rand ist mir definitiv zu radikal! ;),0
@PrenzlStimme @rspctfl @Volker_Beck Du darfst gerne ein repressives Regime unterstützen. Ich werde Dir dabei nicht im Weg stehen.,0
"@hapatamast Transgender ,ist sie !!! Dieses Miststück!",1
@MiataMuc @Tom174_ @ThiloAdamitz So gehört sich das. Hunde ausführen verschafft schließlich Dates!,0
"Wird @Markus_Soeder der Bayrische ""Kurz"" ?",0
"@AfD_Support |LBR| Klar, für doch.Alles kostenlos für Ausländer..Pfui Teufel. Wo sind wir bloß hingekommen in D?",1
"@19_stronz @krippmarie |LBR| Oh Gott, sie sieht wirklich Gespenster.",0
"Der Herr wurde zur Quelle lebendigen Wassers, damit wir nicht verloren gingen in diesem Meer des Elends. Anna vom hl. Bartholomäus",0
@ANSektionOB ES GEHT IM DEN INHALT! nicht um die Rechtschreibung.,0
wie kann man nur derart strunzdumme Moderatoren wie bei #taff auf #ProSieben beschäftigen,1
Wegen Euch muss ich jetzt arbeiten. Weil Ihr unbedingt konsumieren müsst!,0
"Ich schäme mich, weil wir nicht in der Lage sind, unsere Bürgerinnen zu schützen. Gute Nacht Deutschland! Was kommt als nächstes?",0
"@RalfS1812 Irgendwie find ich alles gut, was Platzeck schlecht findet.",0
@Korallenherz @ResDocs Ist aber korrekt dort hatte vorher die große Chanukkia gestanden.,0
"Deutschland muss und wird frei werden,ich glaube daran!",0
@oadiakosmos @3rd_stone_f_sun @Schnubb36 @Fjordspringer @gselsbaer @transsimian @AlfredAndPaul @TomBell46959788 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Hast du Olaf auf Stumm geschaltet? Er kann scheinbar nichts mehr von dir lesen.,0
Ich flirte jetzt mal mit @matt_espunkt und nicht mit @KonseqLiberal. |LBR| So!,0
Wie kann eine Universität ihre Reputation auf einen Schlag um 100 Prozent steigern? |LBR| Simpel: Den Gender-Studies-Lehrstuhl auflösen.,1
"@MartinSchulz Dürfen Jungen auch werden, was sie wollen?",1
@MiataMuc @MartinDomig Ich hab keine Kinder 😝,0
"Bedford-Strohm: ""Echtes Potenzial in der Ausweitung des Dialogs."" #Ökumene #Reformationsjubiläum",0
"Der freiheitliche, säkularisierte #Staat lebt von Voraussetzungen, die er selbst nicht garantieren kann. Inzwischen merken wir, wie richtig #Böckenförde damit lag. #Vernunft, Maß, Verantwortungsgefühl und #Kompromissfähigkeit schwinden epidemisch.",0
"Angela Merkel und Martin Schulz sitzen gerade zusammen. Mit ihren Getreuen, aufrechten Christ- und Sozialdemokraten. Und nur ein Gedanke beherrscht ihr Tun. Sie wollen unseren ""Nutzen mehren und Schaden von uns wenden"". Nichts sonst. Glaubt mir!!",0
gammln auf 'n strand ...buddel in de hand ....😂,0
@fckoeln “...un mir jon mit dir 🐐 |LBR| wenn et sin muss ☠️ |LBR| durch et Füer 🔥...“,0
@Linksfraktion @SWagenknecht Wenn man gegen Steinmeier und sein von ihm geführtes Auswärtige Amt vorgehen wollte.,0
"@ClausKleber Och, Herr Kleber, ich will das doch nicht ernsthaft vergleichen. Wobei das MSNBC-Interview schon auch ins Interview-Lehrbuch könnte, Kapitel: Wie umgehen mit einem betrunkenen Gesprächspartner?",0
"@rockToamna @elisalocuta @hrmnn01 Wir sind dran, fehlende Weiterleitungen zu ergänzen.",0
"@KonseqLiberal Ja, ich bin ja sogar bereit, Dich auszuprobieren 🤣",0
"@rspctfl @Innenwelttramp @ergroovt @houelle_beck @ThomasMichael71 @ksemann2 @DrKassandraPari Ich hoffe das Direktorium. Du machst aber nicht mal den Versuch, Deine Ideologie zu verbergen.",0
"#IchbinAntifa weil ich gerne Gewalt gegen Andersdenkende ausübe, und mir dabei nicht wie ein Faschist vorkommen will.",1
"Ich schau mal in knapp 4 Jahren mal ob es die #spderneuern noch gibt, oder ob sie sich tatsächlich erneuert hat. Erneuern heißt für mich allerdings, komplett neues Personal. @jusos",0
Frau #Neumann im Fußball und ich schalte sofort ab Auf Wiedersehen #ZDF,1
"Volle Solidarität mit #KristinaHänel! Frauen Informationen über Schwangerschaftsabbrüche vorzuenthalten und ihnen damit das Selbstbestimmungsrecht über ihren eigenen Körper zu beschneiden, ist bevormundend und einfach falsch. #219a",0
#KölnerTreff ekelhafte Sendung Moderatorin mit Pferdegebiss und #Schwuchtel aus Österreich #WDR,1
"@co_effizient Ich halte niemand für normal, der einer Religion angehört. Aber das ist eine andere Geschichte.",1
"@MrMacsimon @SkyBirdPhoenix Was erwartest du jetzt von @FraktionsNahles ? Sorry, jeder soll gestalten aber diese Frau verrät auch ihre Partei nur um an einen Posten zu kommen, und genau das ist mit ein Grund, warum die Menschen in Deutschland die Schnauze voll haben",0
Der Steinmaier redet nur Scheisse !!!! Gerade auf NTv,1
@FaceBPalmer Es wäre mal interessant zu wissen wie wohl eine Liste-Boris-Palmer bei der #btw17 abschnitten hätte.,0
@StapelChipsYT @cAPSLOCKcHRIS @Gwen_Ny_ @SpookyMoth @SplendidMaChao @LGrimsqueaker Eines stimmt schon: Wir Liberalen sind jung und schön 😁,0
"Im #Jemen verschärft eine Grenzblockade die humanitäre Notlage. |LBR| 21 Millionen Menschen, Binnenvertriebene und #Flüchtlinge, sind auf Hilfe angewiesen.",0
"@hmheinig Inzwischen fragt man sich ja manchmal schon, ob diese Verfallserscheinungen mit ""linear"" nicht untertrieben gekennzeichnet wären. Zumindest in manchen Milieus muten sie eher exponentiell an. #VerrohteKonservative",0
Jetzt wird’s hart - schöner “Freund” #Tatort,0
"Was mich an Linken am meisten nervt, ist deren moralisierende Dämlichkeit. |LBR| Wissen tun sie nicht viel, aber die Moral haben sie gepachtet.",1
",,ANNETT EINE ROSE FÜR DEUTSCLAND''",0
Wir müssen der schwarzen Fahne des IS den Wind und damit dem IS die Macht nehmen. Er darf uns und unsere Leben nicht länger beherrschen.,0
"@hugresch @saltomentale Das sehe ich anders, weil die pluralistische Demokratie damals noch eine ganz andere Art von Pluralismus war.",0
"Das Leben ist nicht ein Problem, das gelöst, sondern ein Geheimnis, das gelebt werden muss. |LBR| Thomas Merton",0
@Neodeutscher @KonseqLiberal Ich würde lieber nach Tschechien gehen. Fast alle Atheisten und islamophob da und viele hübsche Männer 😀,0
"@StefanScharf_DD @Claudia_Mertes Wenn christliche Fundamentalisten in Deutschland wieder Einfluss gewinnen, sag mir Bescheid. Dann werde ich meine Energie gleichmäßiger auf beide Religionen verteilen.",0
wie schleimig und rückgratlos @MartinSchulz ist werden wir in den nächsten Tagen sehen! NIE WIEDER #SPD,1
@LarsWinter_ Maas-dein BOLSCHEWISMUS ist am Ende!,1
"@StapelChipsYT @Gwen_Ny_ @SpookyMoth @SplendidMaChao @LGrimsqueaker @cAPSLOCKcHRIS Boah ey, benehmt Euch doch mal!",0
Es gibt vor Gott kein lebensunwertes Leben; denn das Leben selbst ist von Gott wert gehalten. Dietrich Bonhoeffer,0
@KonseqLiberal @Die_Gruenen Ich meinte die Grünen als Partei.,0
Überhaupt keine Afrikaner nach D. Wie vor 1945 wo die D noch D war.,1
"@Karl_Lauterbach Ach du Scheisse, wer mit Nahles in die Zukunft geht kann auch gleich den Stegner dazu packen 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",1
@FAZ_NET @Karlchen0815 |LBR| Raus aus den EU und Grenzen alle wie vorher dicht.,0
"Wir haben in Deutschland keine Partei der Sozialdemokraten mehr. Ich glaube das wir das langsam alle mal einsehen müssen! |LBR| Ich werde mir nun eine neue Partei suchen, 1000 % nicht die Nazi, aber ich gehe dann lieber zu Grün oder so",0
@DrcarmenSchwarz Du küsst bestimmt auch jeden. Egal ob er sich die Zähne putzt oder nicht.,1
@RenateKuenast Da zeigt sich leider mal wieder dass uns der Fall der Mauer nicht nur viel Gutes gebracht hat sonder eben auch @RenateKuenast. #falldermauer,1
@rspctfl @ergroovt @Innenwelttramp @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari @AsraNomani Nur das das Judentum keine Gesellschaft zerstört. Sieht man ja an Israel. Ein Leuchtturm der Freiheit inmitten islamischer Barbarei.,0
"@Tschonka @ThomasMichael71 @ZeichenTaten @mountainman1977 Dann müsstest Du aber sagen, dass Ernährung den Planeten zerstört.",0
"@Lata_mariusz Klares Nein was die CDU anbetrifft, meine politische Heimat ist die SPD! Und mich wundert immer wenn einige Linken von der SPD mit einer Wagenknecht kein Problem hätten, was zum Beispiel die Flüchtlingspolitik anbetrifft, versucht die Linkspartei die AFD rechts zu überholen!",0
@AbehoSooh DIE BRAUCHT IHREN HASS AUF DEUTSCHLAND -SONST IST DIE WEG.,1
@Tschonka @trident750 @houelle_beck @ThomasMichael71 @Claudia_Mertes @TiniDo Weibliche Sexualität wird unmittelbar getriggert durch Dominanz und Stärke des Mannes.,1
Vermischte und Vermanschte Ziel der D Vernichter.,1
hat Frau Barley eigentlich dauerrede rechts bei #hartaberfair der kalte Kaffee ist uns alle schon lange bekannt,0
"In der Verbundenheit mit Christus wirst du mit seinen Augen sehen, mit seinen Ohren hören und mit seinen Herzen lieben. Deine Sehnsucht wird wachsen, ihn immer wieder in der Stille zu suchen. Hanne Hümmer",0
heute ist die @aktuelleStunde derart langweilig das Beiträge schon innerhalb einer Sendung wiederholt werden. gähn #WDR,0
Erpresste Einigung in Belgien macht #CETA nicht besser. Weiterhin gilt:GroKo muss mindestens Verfass.gerichtauflagen erfüllen. CETA stoppen!,0
"@BWSpricht Genau. Wie goldig war da meine Kindheit zu jetzt, was Heimatgefühl betrifft.",0
@Sakoelabo @Padit1337 @SawsanChebli Du bist jung und schön,1
"Thema #Auto oder #Zug: @DB_Info 25 Minuten zu spät, hier sitzen alle bei 10 Grad im Freien, keiner kann arbeiten. Nächstes Mal wieder 🚘",0
"@fina_74: Hallo Frau Merkel, wie lebt es sich eigentlich mit so einer großen Schuld und all dem Blut an den Händen? |LBR| DAS BLUT KLEBT!",1
"Das Faszinierende an der Existenz des heterosexuellen Mannes ist seine stoische Bereitschaft, die Arschkarte des Lebens so gelassen wie möglich zu ertragen.",0
@MuffPepper @ThomasMichael71 @FinkFinkmichael @sebastiankurz Wer hat Dich denn moralisch legitimiert?,0
"@Frank_Pasemann @ShahakShapira @DiePARTEI Ja, mir geht es zu gut. Und ich möchte nicht, dass sich das durch die Einwanderung islamischer Praktiken und Lehren ändert.",1
@Korrektheiten Wir werden noch im Bürgerkrieg enden!,0
"@ReiseRobby @cducsubt Nein, der Text des Antrages ist ziemlich gut. Ich hätte wenig Anderes geschrieben und vielleicht noch etwas ergänzt. Es kommt auf die Umsetzung an.",0
@npdde |LBR| Die kann nicht ganz bei Troste sein. Will die uns in einen Bürgerkrieg stürzen?,0
"Deutschs Volk ,warum lasst ihr euch das alles gefallen???? Geht alle geschlossen auf die strasse und blockiert alles!!! Keine Produktion ...Keine Güter !!! So muss mann Meinung Kundtun ,wenn wenn mann nicht erhört wird!!!",0
@Puettmann_Bonn Was für Politiker? Ich sehe immer nur hinterfotzige Heuchler und Schmarotzer.,1
@NetReaper Es gibt kein Palästina. Glücklicherweise.,1
@GruenSprecher Claudia Roth ist eine Schande für Deutschland.,1
@Shuggy35312948 @Cherusker6 .sie haben mir aus der Seele gesprochen!!!,0
"@sunami495 Was für Bullshit. Wenn er mit Wissen und Unterstützung von Merkel gehandelt hat, dann ist das ein Skandal der gesamten Bundesregierung!",1
"Damit ist in Frankreich, Belgien, Niederlanden, Schweiz u Österreich verboten, irgendeine andere Form der Vollverschleierung zu tragen.",0
"@Wahr_Sager Leider.leider. leider. |LBR| Das satte Volk läßt sich eben noch alles gefallen,statt aufzustehen.",0
Zion wird sein Nürnberg jetzt erleben!,1
"Steht auf für:freies Denken,freies Reden,freies Leben,EIN FREIES DEUTSCHLAND!",0
@MdB_Stroebele @Schmidtlepp Der Ströbele ist eben immer noch ein Terroristen Schützer,1
"@Christoph_Hi Ich finde die Endogamieregel behindert die Integration. |LBR| Stell dir vor, du hast deutsche Freunde und unternimmst viel mit diesen, gehst mit Ihnen aus, aber musst dir selbst immer wieder einreden, ich darf mich jetzt nicht in ihn verlieben, weil er kein Jeside ist.",0
"@a_huebner_law @NLPete007 @gaborsteingart @joyia_consult @anna_handschuh @Inku_Lux @herrfranken Wie überall, sind Frauen zu bequem oder zu untalentiert.",1
bei dem Ergebnis wird es Zeit dass #Merkel nun zurücktritt. das mieseste Ergebnis geht schließlich auf Ihr Konto #CDU,0
was fährt @KurtBeck jetzt wieder an die Wand nachdem er schon den #Nürburgring versenkt hat? In meinen Augen ist Kurt Beck eine absolute Nullnummer und Vollniete #SPD,1
Die heutige Selbstbeweihräucherung bei #AktenzeichenXY ist einfach nur widerlich und ekelhaft #ZDF,0
So ein Angriff ist ungeheuerlich. Ich verurteile diese Gewalt aufs schärfste. So etwas darf es nicht geben.,0
"@Westminster1000 @BonkeKolja @ckoemmlinger |LBR| Raus, raus, raus , mit dem ganzen Niggergesindel!",1
#Lanz #Menschen2017 #lindner #FDP plappert rum.... So ist Politik abstoßend u das werfe ich @c_lindner vor! Das Land ist ihm total egal.,0
"Die dritte skurrile These stammt von Alexander Gauland. In einem Papier schreibt er, die Deutschen müssten – Zitat – „wieder eine Tatsache der Weltgeschichte akzeptieren lernen, die Bismarck in die berühmten Worte fasste:1-2 |LBR| #AfDimBundestag #noafd",0
@ScottiRacer @FrankyB122 @MiataMuc @Tom174_ Biste so schlecht im Bett 😂😂😂,0
"Freie Völker der Welt,steht endlich auf,werdet wach! USA- die größte Völkermordzentrale!",1
@rspctfl @Innenwelttramp @nadine_wickert @bruck_68 @ergroovt @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari Ich verzichte nicht auf Alkohol. Ich esse Schweinefleisch. Ich lasse mich von Männern ficken. Ich bin ein Ungläubiger.,0
"Kunst muss provozieren |LBR| Äh, nein. Aber, wenn man kein Talent hat, dann bleibt einem nur die Provokation.",1
"@titanic das ist man ja schon ein ganz schlimmer Nazi wenn man jemand ""jagen"" oder ""entsorgen"" will. Aber die linksgedrehten dürfen hinrichten. 🙊🙈🙉",1
"@AfD_Hamburg euer Tweet, gegen Lanz, interessiert niemanden, würde auch nicht Retweet... und von mir auch nicht, so schlagen wir Eure Lügen. Viel Spaß noch",0
"Und in Hessen?Die Verräter der SPD,die Kommunisten der Grünen und die Linke führen Gespräche .AHA!",1
@rspctfl @Volker_Beck Jerusalem ist nun mal Hauptstadt Israels.,0
@AndreZeven @p_fraup_ Wir haben immer Gummis dabei gehabt für Gummitwist😂,0
@rspctfl @Innenwelttramp @ergroovt @houelle_beck @ThomasMichael71 @ksemann2 @DrKassandraPari Weil ein Lehrer in Deutschland den deutschen Staat und die deutsche Verfassung repräsentiert. Nicht Frankreich oder die frz Verfassung.,0
"Was meinen Die Grünen Und Linken ,Spd, CDU /CSU zu Köln 2016??? Ihr seid dafür Verantwortlich Und Merkel du Als Erste !!!!",0
@LeonHirte @spdde @MartinSchulz Das von der SPD verseuchte und geleitete Auswärtige Amt und seine Deutsche Botschaft in Manila strotzt vor Menschenverachtung!!!,1
@MiataMuc EHS. Da hört man die Wölfe heulen 😀,0
"@StapelChipsYT Puh, diese Suche bin ich nicht gewohnt 😂😂😂",0
"Der größte Dienst, erwiesen mit finsterem Gesicht oder hartherzig, taugt nichts,",0
@AfDNeuigkeiten @FraukePetry Sie soll zur FDP .da scheint sie hinzugehören?,0
"@rspctfl @Innenwelttramp @nadine_wickert @bruck_68 @ergroovt @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari Der IS sind Muslime. Angeführt von einem Korangelehrten. Nichts was der IS tut, ist gegen Koran oder Hadithe.",1
in ihrem Heimatland scheißen sich die #Flüchtlinge in die Hose und hier in Deutschland lassen Sie die Sau raus @aktuelleStunde #WDR,1
@heavenlydogz @nopgy8i7 @koreatourism Zur Hölle mit den Koreanern!,1
Ich habe einer Frau schon mal widersprochen. |LBR| #ichwars,0
Pofalla und Ole von #Beust seid ihr beide schwul? oder hat die der Name geil gemacht. (PO)falla #lanz #illner,1
"@ArminPh @LauHofmann Oh je. Dass eine funktionierende Wirtschaft alleine für eine gute Sozialpolitik sorgt, glauben ja selbst Wirtschaftsliberale mittlerweile nicht mehr.",0
"@KonseqLiberal @FrankyB122 Berlin ist wie eine gealterte Hure, aus deren Schoß der Äther der Fäulnis wabert.",1
@markrudolph2701 @_StultaMundi Wie würdest Du heute reagieren?,0
"@karlaschnik @OneStepBayond @kubyalcin @kahrs @Karl_Lauterbach @spdde @ThomasOppermann Man muss auch in einer Koalition erkennbar bleiben und bei den Sondierungen hat Schulz darauf bestanden |LBR| wenn sich nach 2 Jahren die Union sich nicht bewegt, dann muss die SPD den Mut haben Konsequenzen zu ziehen.",0
"@loki777 @bjoern_aigudewi @LSVDHamburg @LSVD_SH @LSVDSaar @LSVDKoeln @LSVDNdsHB @LSVD_RLP #Demokratie, #Respekt und #Menschenrechte, ja das waren und bleiben unsere Werte. In den 90ern, heute und in Zukunft.",0
Na h 2 Tagen ist der bestimmt im Entzug!,0
"@trendinaliaDE Unwort des Jahrhunderts: STAMMWÄHLER |LBR| Jeder der seine Stimme einer Partei gibt, weil er es schon immer so tat ist ein Riesenarschloch !!!",1
@ZDFheute @hubertus_heil Reaktion von Schulz war NULL !!!,0
"Maas ,Führt vielleicht die Ketzerei auch wieder ein ???!",1
@POTTRlOT @dittmar_katrin |LBR| Und die sind noch hier? Abschieben nach Knast.,0
@Westminster1000 Leider sehr wahr sehr wahr!!!,0
@MiataMuc @Claudia_Mertes Du hältst mich für innerlich dreckig?,0
@ericcartmensmum @karltompSon Macho unter Männern? Ja geht. Aber eher auf der nicht-sexistischen Ebene.,0
@FeePatzer @MutexDeadlock Jaja. Träum weiter Cinderella :),1
"Wenn Bio per se gesund ist, müsste einem Grünen der im Wald gesammelte Fliegenpilz ja besser munden, als mit #Glyphosat behandeltes Wurzelgemüse.",0
@MeliDeluxe Was für ein heisses Foto von dir ....👌🙃,0
@petertauber Wohl eher die Hetzkammer der abgefuckten Altparteien. Da werden einige Bastarde mit ganz schön Dreck am Stecken dabei sein.,1
"@tradingtheponzi |LBR| Maas muß weg, genau wie Merkel und Schäubele sollte seine Chance bekommen.",0
"Merkel wie ihr Vater,Bolchewisten und Landesverräter in einer Person.",1
Ich bin kein Jude und bin trotzdem ein jüdischerer Jude als @ShahakShapira.,0
"Deutschland den Deutschen, Ausländer raus heißt heute ganz harmlos Remigration - der Tod der liberalen Demokratie kommt schleichend daher. #NoAfD #AfD",0
"@oadiakosmos @Fjordspringer @transsimian @gselsbaer @TomBell46959788 @Schnubb36 @KosmosOadia @3rd_stone_f_sun @AlfredAndPaul @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Was meinst du? Es ging um die 10 Gebote. Du meinst die gelten nicht mehr und mit der Textstelle der Bibel wolltest du belegen, dass Mord usw. trotzdem verboten ist. Darauf hin habe ich dir dargelegt, dass diese Tatbestände dort nicht aufgeführt sind.",0
@HelgeThiessen @littlewisehen Der @littlewisehen weiß ne ganze Menge nicht 😁,0
"Wenn wir Glück haben, wird China die Welt beherrschen. Wenn wir Pech haben, der Islam.",1
"Ben Salomo berichtet über seine Erfahrungen als Jude in Deutschland aufzuwachsen und darüber, dass er sich nie in eine Opferrolle begeben wollte und deshalb immer offensiv mit seinem Judentum umgegangen ist. #NEBA17",0
@DeutschPI Macht die Festung EU wieder todsicher dicht. Orban zeigt wies geht.,0
@baumannx |LBR| Das Unrecht schreit zum Himmel !Doch Gott schweigt..,0
Vorbereitungstreffen @Medienpreis_M . Freue mich auf die Einreichungen.,0
